0	0	<unk>	WP	3.6375861597263857
0	0	<unk>	VBZ	3.6375861597263857
0	0	<unk>	NN	3.6375861597263857
0	0	<unk>	IN	3.6375861597263857
0	0	<unk>	NNS	3.6375861597263857
0	0	<unk>	JJ	3.6375861597263857
0	0	<unk>	DT	3.6375861597263857
0	0	<unk>	VBD	3.6375861597263857
0	0	<unk>	VBP	3.6375861597263857
0	0	<unk>	PP	3.6375861597263857
0	0	<unk>	POS	3.6375861597263857
0	0	<unk>	VBG	3.6375861597263857
0	0	<unk>	NP	3.6375861597263857
0	0	<unk>	TO	3.6375861597263857
0	0	<unk>	VB	3.6375861597263857
0	0	<unk>	CC	3.6375861597263857
0	0	<unk>	MD	3.6375861597263857
0	0	<unk>	VBN	3.6375861597263857
0	0	<unk>	WDT	3.6375861597263857
0	0	<unk>	RB	3.6375861597263857
0	0	<unk>	CD	3.6375861597263857
0	0	<unk>	JJR	3.6375861597263857
0	0	<unk>	RP	3.6375861597263857
0	0	<unk>	WRB	3.6375861597263857
0	0	<unk>	PP$	3.6375861597263857
0	0	<unk>	FW	3.6375861597263857
0	0	<unk>	:	3.6375861597263857
0	0	<unk>	LS	3.6375861597263857
0	0	<unk>	SYM	3.6375861597263857
0	0	<unk>	PDT	3.6375861597263857
0	0	<unk>	SENT	3.6375861597263857
0	0	<unk>	WP$	3.6375861597263857
0	0	<unk>	JJS	3.6375861597263857
0	0	<unk>	EX	3.6375861597263857
0	0	<unk>	RBR	3.6375861597263857
0	0	<unk>	UH	3.6375861597263857
0	0	<unk>	''	3.6375861597263857
0	0	<unk>	RBS	3.6375861597263857
0
