0	0	who	WP	0.8024602705335949
0	0	plays	VBZ	4.567814399444322
0	0	luke	NN	7.86403565907245
0	0	on	IN	3.2495127943300903
0	0	star	NN	4.430048454587304
0	0	wars	NNS	3.6174033432083776
0	0	new	JJ	3.9571434407086157
0	0	hope	NN	6.359958262296177
0	0	show	NN	4.068546469900256
0	0	credits	NNS	5.996949477338552
0	0	for	IN	1.687653658879125
0	0	the	DT	0.33336880430534593
0	0	godfather	NN	5.849132638530186
0	0	was	VBD	1.2075063769072472
0	0	main	JJ	5.135798437050262
0	0	actor	NN	4.64515983420425
0	0	in	IN	1.4798818876127693
0	0	exorcist	NN	7.86403565907245
0	0	find	VBP	1.7866443685612847
0	0	female	JJ	5.8289456176102075
0	0	actress	NN	6.159287566834025
0	0	from	IN	3.229512127623421
0	0	movie	NN	2.222128588134337
0	0	she	PP	6.576469569048224
0	0	'	POS	4.382026634673881
0	0	s	NNS	6.913240209212707
0	0	man	NN	5.612743860465955
0	0	played	VBD	3.1315338147130527
0	0	dory	NN	8.557182839632397
0	0	finding	VBG	0.9928054440584418
0	0	nemo	NP	2.757100544796981
0	0	lead	NN	7.458570550964287
0	0	resident	JJ	4.7303333289420975
0	0	evil	JJ	5.135798437050262
0	0	guido	NN	8.557182839632397
0	0	life	NN	4.514131571797845
0	0	is	VBZ	0.545443336847311
0	0	beautiful	JJ	3.3440389678222067
0	0	co-star	NN	8.557182839632397
0	0	shoot	NN	7.170888478512505
0	0	to	TO	-0.0
0	0	kill	VB	4.710816375123078
0	0	find	VB	2.07175904550782
0	0	guy	NN	6.611272690577082
0	0	charlie	NN	7.170888478512505
0	0	's	POS	0.012578782206860073
0	0	angels	NNS	7.606387389772652
0	0	cast	NN	4.843610772928088
0	0	and	CC	0.137201121513485
0	0	crew	NN	5.155985457970241
0	0	of	IN	1.4361038534051822
0	0	campaign	NN	4.946264926988172
0	0	starred	VBD	3.9889840465642745
0	0	were	VBD	3.0726933146901194
0	0	lead	JJ	4.912654885736052
0	0	taxi	NN	7.86403565907245
0	0	driver	NN	8.557182839632397
0	0	twilight	NN	6.159287566834025
0	0	stars	VBZ	4.413663719617064
0	0	vulgaria	NP	5.7693621203021825
0	0	what	WP	0.599991013435529
0	0	are	VBP	2.0085132224434936
0	0	names	NNS	4.1098798283061715
0	0	actors	NNS	4.140651486972925
0	0	lost	JJ	6.116627690061988
0	0	can	MD	0.7954858937888551
0	0	i	NP	1.251203311303721
0	0	see	VB	2.214075267688075
0	0	set	VBN	5.331107189371028
0	0	list	NN	3.229306670842815
0	0	's	VBZ	4.162349291336158
0	0	roberto	NP	6.8679744089702925
0	0	benigni	NP	6.8679744089702925
0	0	costars	NNS	7.606387389772652
0	0	am	VBP	4.292170305552021
0	0	looking	VBG	2.4672070726885993
0	0	that	WDT	1.3629987985163685
0	0	pretty	JJ	5.135798437050262
0	0	women	NNS	5.2084921169742815
0	0	troy	NN	8.557182839632397
0	0	robin	NN	8.557182839632397
0	0	batman	NN	6.159287566834025
0	0	forever	RB	5.3230099791384085
0	0	male	JJ	5.605802066295998
0	0	dirty	JJ	3.3865985822410027
0	0	harry	VB	4.710816375123078
0	0	show	VB	2.6493933389459206
0	0	me	PP	0.29233540797742213
0	0	ranam	NP	6.8679744089702925
0	0	rocky	JJ	5.605802066295998
0	0	played	VBN	4.483809328983824
0	0	amazing	JJ	5.018015401393878
0	0	spider	NN	7.86403565907245
0	0	captain	NN	7.170888478512505
0	0	america	NP	4.383067759182293
0	0	members	NNS	5.996949477338552
0	0	hobbist	JJ	7.215239978730097
0	0	show	VBP	1.2068258733083426
0	0	varsham	NP	6.174827228410347
0	0	which	WDT	1.843584537092641
0	0	starred	VBN	3.721669276936927
0	0	hitch	NN	4.91959667990601
0	0	july	JJ	3.604322066085873
0	0	roll	NN	8.557182839632397
0	0	top	JJ	4.382026634673881
0	0	gun	NN	6.359958262296177
0	0	sirisiri	NN	8.557182839632397
0	0	muvva	NP	6.8679744089702925
0	0	2	CD	3.1315338147130527
0	0	chewbakka	NP	6.8679744089702925
0	0	stared	VBD	6.628041376179533
0	0	love	NN	6.359958262296177
0	0	lucy	NN	7.170888478512505
0	0	apollo	NN	5.666811081736231
0	0	thirteen	CD	1.9185111748671988
0	0	you	PP	1.8490817503358836
0	0	tell	VB	3.019140364452006
0	0	more	JJR	0.1823215567939546
0	0	about	IN	2.5716330859009338
0	0	castmembers	NNS	7.606387389772652
0	0	complete	JJ	6.522092798170152
0	0	find	NN	5.666811081736231
0	0	information	NN	3.8658349574032522
0	0	appolo	NP	6.8679744089702925
0	0	info	NN	4.586890926080274
0	0	give	VB	3.073207585722282
0	0	facts	NNS	6.507775101104542
0	0	need	VBP	3.4538411151475774
0	0	know	VB	2.6864346106262698
0	0	detail	NN	6.765423370404341
0	0	want	VBP	2.3025850929940455
0	0	dancing	NN	4.843610772928088
0	0	gilda	NN	6.611272690577082
0	0	ca	MD	4.855928904335275
0	0	n't	RB	4.2243976904702984
0	0	remember	VB	5.963579343618447
0	0	avengers	NNS	4.515344936414336
0	0	cast	VBD	4.836281906951478
0	0	avergers	NP	6.8679744089702925
0	0	nemo	NN	5.46614038627408
0	0	voices	NNS	7.606387389772652
0	0	character	NN	7.458570550964287
0	0	men	NNS	5.660477240717339
